Gene start,Gene end,Strand,Gene name,Accnum,Product,Accession
2360310,2362280,-1,T_RS11670,WP_000192421.1,autotransporter domain-containing protein,NC_004631.1
2362591,2363838,1,T_RS11675,WP_001156971.1,mechanosensitive ion channel family protein,NC_004631.1
2363880,2365274,-1,T_RS11680,WP_000786293.1,phenylalanine transporter,NC_004631.1
2365600,2366775,1,T_RS25935,NA,DnaJ family molecular chaperone,NC_004631.1
2366854,2367414,-1,T_RS11690,WP_000362177.1,reactive chlorine resistance membrane protein RclC,NC_004631.1
2367427,2367663,-1,T_RS11695,WP_000922170.1,reactive chlorine resistance periplasmic protein RclB,NC_004631.1
2367820,2369145,-1,T_RS11700,WP_000195937.1,reactive chlorine resistance oxidoreductase RclA,NC_004631.1
2369361,2370215,1,T_RS11705,WP_000339629.1,reactive chlorine-specific transcriptional regulator RclR,NC_004631.1
2370266,2370478,-1,T_RS11710,WP_095075270.1,hypothetical protein,NC_004631.1
2370382,2370577,1,T_RS11715,NA,ATP-binding protein,NC_004631.1
2370775,2371020,1,T_RS11720,WP_000445906.1,copper-binding protein,NC_004631.1
2371423,2371785,1,T_RS11725,WP_000915523.1,GtrA family protein,NC_004631.1
2371782,2372708,1,T_RS11730,WP_000703607.1,glycosyltransferase family 2 protein,NC_004631.1
2372689,2374341,1,T_RS11735,WP_077905070.1,DUF6056 family protein,NC_004631.1
2374727,2374980,1,T_RS26470,NA,transposase,NC_004631.1
2374992,2375394,1,T_RS26475,NA,IS3 family transposase,NC_004631.1
2375366,2375488,1,T_RS25940,NA,integrase,NC_004631.1
2375841,2376437,1,T_RS11755,WP_000948632.1,fimbria biosynthesis transcriptional regulator FimW,NC_004631.1
2376599,2376910,1,T_RS11760,WP_000226497.1,diguanylate cyclase,NC_004631.1
2376929,2377651,1,T_RS11765,WP_001258098.1,fimbria biosynthesis regulator FimY,NC_004631.1
2378255,2378887,1,T_RS11770,WP_000801270.1,fimbria biosynthesis transcriptional regulator FimZ,NC_004631.1
2378933,2379451,-1,T_RS11775,WP_000603408.1,fimbria assembly protein,NC_004631.1
2379461,2380468,-1,T_RS11780,WP_000708646.1,type 1 fimbria D-mannose specific adhesin FimH,NC_004631.1
2380483,2383095,-1,T_RS11785,WP_000754216.1,fimbrial biogenesis usher protein,NC_004631.1
2383126,2383818,-1,T_RS11790,WP_001764009.1,type 1 fimbria chaperone FimC,NC_004631.1
2383862,2384395,-1,T_RS11795,WP_000619617.1,type 1 fimbrial protein subunit FimI,NC_004631.1
2384470,2385024,-1,T_RS11800,WP_000681037.1,type 1 fimbrial protein subunit FimA,NC_004631.1
2385571,2386437,1,T_RS11805,WP_000729163.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,NC_004631.1
2386439,2386651,1,T_RS11810,WP_000190278.1,ribosome-associated protein YbcJ,NC_004631.1
2386735,2387283,1,T_RS11815,WP_001143573.1,metal-dependent hydrolase,NC_004631.1
2387374,2388759,-1,T_RS11820,WP_000912377.1,cysteine--tRNA ligase,NC_004631.1
2388932,2389426,1,T_RS11825,WP_000255988.1,peptidylprolyl isomerase B,NC_004631.1
2389429,2390151,1,T_RS11830,WP_000212291.1,UDP-2%2C3-diacylglucosamine diphosphatase,NC_004631.1
2390269,2390778,1,T_RS11835,WP_000098739.1,5-(carboxyamino)imidazole ribonucleotide mutase,NC_004631.1
2390775,2391842,1,T_RS11840,WP_000815594.1,5-(carboxyamino)imidazole ribonucleotide synthase,NC_004631.1
2391883,2392776,-1,T_RS11845,WP_000855341.1,carbamate kinase,NC_004631.1
2392780,2393589,-1,T_RS11850,WP_000821188.1,DUF2877 domain-containing protein,NC_004631.1
2393601,2394860,-1,T_RS11855,WP_024131192.1,DUF1116 domain-containing protein,NC_004631.1
2394870,2396534,-1,T_RS11860,WP_000580919.1,acyl-CoA synthetase FdrA,NC_004631.1
2396850,2397899,1,T_RS11865,WP_000703940.1,ureidoglycolate dehydrogenase,NC_004631.1
2397921,2399156,1,T_RS11870,WP_000589772.1,allantoate deiminase,NC_004631.1
2399167,2399952,1,T_RS11875,WP_000540981.1,(S)-ureidoglycine aminohydrolase,NC_004631.1
2400031,2401179,-1,T_RS11880,WP_000706333.1,glycerate 3-kinase,NC_004631.1
2401202,2402500,-1,T_RS11885,WP_000484506.1,uracil/xanthine transporter,NC_004631.1
2402559,2403920,-1,T_RS11890,WP_000006865.1,allantoinase AllB,NC_004631.1
2403999,2405453,-1,T_RS11895,NA,putative allantoin permease,NC_004631.1
2405549,2406796,-1,T_RS11900,WP_000005062.1,MFS transporter,NC_004631.1
2406862,2407740,-1,T_RS11905,WP_000765818.1,2-hydroxy-3-oxopropionate reductase,NC_004631.1
2407841,2408617,-1,T_RS11910,WP_000943597.1,hydroxypyruvate isomerase,NC_004631.1
2408630,2410411,-1,T_RS11915,WP_001096863.1,glyoxylate carboligase,NC_004631.1
2410496,2411314,-1,T_RS11920,WP_000141266.1,HTH-type transcriptional repressor AllR,NC_004631.1
2411393,2411874,-1,T_RS11925,NA,ureidoglycolate lyase,NC_004631.1
2412101,2413027,1,T_RS11930,WP_000460171.1,HTH-type transcriptional activator AllS,NC_004631.1
2413097,2414191,1,T_RS11935,WP_001154074.1,tRNA 2-selenouridine(34) synthase MnmH,NC_004631.1
2414230,2414889,-1,T_RS11940,WP_000342247.1,ABC transporter permease,NC_004631.1
2414882,2415898,-1,T_RS11945,WP_000569655.1,virulence-associated ABC transporter ATP-binding protein SfbB,NC_004631.1
2415935,2416765,-1,T_RS11950,WP_000524312.1,MetQ/NlpA family ABC transporter substrate-binding protein,NC_004631.1
2417022,2418155,-1,T_RS11955,WP_000152873.1,porin,NC_004631.1
2418341,2420755,-1,T_RS11960,WP_000561782.1,ABC transporter permease,NC_004631.1
2420752,2421438,-1,T_RS11965,WP_001110598.1,ABC transporter ATP-binding protein,NC_004631.1
2421409,2422023,1,T_RS11970,WP_001010578.1,multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1,NC_004631.1
2422178,2422948,1,T_RS11975,WP_001172802.1,SDR family oxidoreductase,NC_004631.1
2423008,2423862,1,T_RS11980,WP_000116065.1,chaperedoxin,NC_004631.1
2423948,2424727,-1,T_RS11985,WP_001002121.1,iron export ABC transporter permease subunit FetB,NC_004631.1
2424714,2425391,-1,T_RS11990,WP_000166987.1,iron ABC transporter ATP-binding protein FetA,NC_004631.1
2425538,2426455,1,T_RS11995,WP_000906145.1,SPFH/Band 7/PHB domain protein,NC_004631.1
2426452,2426904,1,T_RS12000,WP_000561177.1,NfeD family protein,NC_004631.1
2426905,2427321,-1,T_RS12005,WP_001026762.1,Cu(I)-responsive transcriptional regulator,NC_004631.1
2427431,2429932,1,T_RS12010,WP_000083918.1,copper-exporting P-type ATPase CopA,NC_004631.1
2430286,2431122,1,T_RS12015,WP_000488556.1,DUF1311 domain-containing protein,NC_004631.1
2431199,2431993,1,T_RS12020,WP_000421856.1,TraB/GumN family protein,NC_004631.1
2432194,2432673,1,T_RS12025,WP_000186620.1,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,NC_004631.1
2432790,2434441,-1,T_RS26205,NA,bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA,NC_004631.1
2434614,2435834,1,T_RS12035,WP_001251598.1,MFS transporter,NC_004631.1
2436049,2437725,1,T_RS12040,WP_000546190.1,Kef family K(+) transporter,NC_004631.1
2437774,2439078,-1,T_RS12045,WP_001766867.1,inosine/guanosine kinase,NC_004631.1
2439231,2440202,1,T_RS12050,WP_000801788.1,acetyl esterase,NC_004631.1
2440199,2441161,-1,T_RS12055,WP_001250076.1,ferrochelatase,NC_004631.1
2441391,2442035,-1,T_RS12060,WP_001220237.1,adenylate kinase,NC_004631.1
2442451,2444325,-1,T_RS12065,WP_001682145.1,molecular chaperone HtpG,NC_004631.1
2444436,2445041,-1,T_RS12070,WP_001195023.1,recombination mediator RecR,NC_004631.1
2445041,2445370,-1,T_RS12075,WP_000467098.1,YbaB/EbfC family nucleoid-associated protein,NC_004631.1
2445416,2447344,-1,T_RS12080,WP_000121969.1,DNA polymerase III subunit gamma/tau,NC_004631.1
2447458,2448009,-1,T_RS12085,WP_000127348.1,adenine phosphoribosyltransferase,NC_004631.1
2448162,2448539,-1,T_RS12090,WP_001189860.1,DUF454 family protein,NC_004631.1
2448608,2449135,1,T_RS12095,NA,primosomal replication protein N'',NC_004631.1
2449149,2449316,1,T_RS12100,WP_000051161.1,pleiotropic regulatory protein RsmS,NC_004631.1
2449386,2450309,1,T_RS12105,WP_000440515.1,Rpn family recombination-promoting nuclease/putative transposase,NC_004631.1
2450351,2453713,-1,T_RS12110,WP_000178244.1,mechanosensitive channel MscK,NC_004631.1
2453832,2454485,-1,T_RS12115,WP_000101755.1,multidrug efflux transporter transcriptional repressor AcrR,NC_004631.1
2454627,2455820,1,T_RS12120,WP_001039199.1,multidrug efflux RND transporter periplasmic adaptor subunit AcrA,NC_004631.1
2455843,2458992,1,T_RS12125,WP_001132507.1,efflux RND transporter permease AcrB,NC_004631.1
2459488,2459862,1,T_RS12130,WP_000344807.1,Hha toxicity modulator TomB,NC_004631.1
2459890,2460108,1,T_RS12135,WP_001280991.1,hemolysin expression modulator Hha,NC_004631.1
2460287,2460838,1,T_RS12140,WP_001278793.1,maltose O-acetyltransferase,NC_004631.1
2460956,2461426,1,T_RS12145,WP_000136183.1,membrane protein,NC_004631.1
2461482,2461622,-1,T_RS12150,WP_001197749.1,type B 50S ribosomal protein L36,NC_004631.1
2461628,2461888,-1,T_RS12155,WP_000801415.1,type B 50S ribosomal protein L31,NC_004631.1
2462113,2463663,1,T_RS12160,WP_000213129.1,EAL domain-containing protein,NC_004631.1
2463894,2464283,1,T_RS12165,WP_000961285.1,MGMT family protein,NC_004631.1
2464316,2464885,-1,T_RS12170,WP_000779802.1,YbaY family lipoprotein,NC_004631.1
2465100,2465960,1,T_RS12175,WP_000084179.1,acyl-CoA thioesterase II,NC_004631.1
2466060,2467346,-1,T_RS12180,WP_000684912.1,ammonium transporter AmtB,NC_004631.1
2467378,2467716,-1,T_RS12185,WP_000780341.1,P-II family nitrogen regulator,NC_004631.1
2467929,2469710,-1,T_RS12190,WP_001256093.1,SmdB family multidrug efflux ABC transporter permease/ATP-binding protein,NC_004631.1
2469703,2471475,-1,T_RS12195,WP_001235563.1,SmdA family multidrug ABC transporter permease/ATP-binding protein,NC_004631.1
2471516,2471974,-1,T_RS12200,WP_000884593.1,DNA-binding transcriptional regulator DecR,NC_004631.1
2472087,2473142,1,T_RS12205,WP_000987843.1,cysteine desulfhydrase,NC_004631.1
2473258,2473716,-1,T_RS12210,WP_010989125.1,IS200/IS605 family transposase,NC_004631.1
2473673,2473855,-1,T_RS26120,WP_000431186.1,hypothetical protein,NC_004631.1
2473903,2474721,-1,T_RS12220,WP_000113040.1,HMP-PP phosphatase,NC_004631.1
2474821,2476521,1,T_RS12225,WP_001238179.1,SgrR family transcriptional regulator,NC_004631.1
2476586,2477281,1,T_RS12230,WP_000817201.1,7-cyano-7-deazaguanine synthase QueC,NC_004631.1
2477388,2477786,-1,T_RS12235,WP_001194543.1,long-chain acyl-CoA thioesterase FadM,NC_004631.1
2477890,2478264,-1,T_RS12240,WP_000680322.1,helix-hairpin-helix domain-containing protein,NC_004631.1
2478414,2480285,-1,T_RS12245,WP_000969436.1,peptidylprolyl isomerase,NC_004631.1
2480576,2480848,-1,T_RS12250,WP_001043544.1,DNA-binding protein HU-beta,NC_004631.1
2481057,2483411,-1,T_RS12255,WP_001067728.1,endopeptidase La,NC_004631.1
2483597,2484868,-1,T_RS12260,WP_000130316.1,ATP-dependent protease ATP-binding subunit ClpX,NC_004631.1
2485120,2485743,-1,T_RS12265,WP_000122257.1,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,NC_004631.1
2485990,2487288,-1,T_RS12270,WP_001198406.1,trigger factor,NC_004631.1
2487635,2487952,-1,T_RS12275,WP_000973433.1,transcriptional regulator BolA,NC_004631.1
2488256,2488834,1,T_RS12280,WP_001539323.1,lipoprotein,NC_004631.1
2488878,2490353,1,T_RS12285,WP_000098484.1,muropeptide MFS transporter AmpG,NC_004631.1
2490806,2491762,1,T_RS12290,WP_001239449.1,cytochrome o ubiquinol oxidase subunit II,NC_004631.1
2491773,2493764,1,T_RS12295,WP_000467158.1,cytochrome o ubiquinol oxidase subunit I,NC_004631.1
2493754,2494368,1,T_RS12300,WP_000179831.1,cytochrome o ubiquinol oxidase subunit III,NC_004631.1
2494368,2494697,1,T_RS12305,WP_000019878.1,cytochrome o ubiquinol oxidase subunit IV,NC_004631.1
2494709,2495599,1,T_RS12310,WP_000971351.1,heme o synthase,NC_004631.1
2495647,2496786,-1,T_RS12315,WP_223229652.1,sel1 repeat family protein,NC_004631.1
2496853,2497116,-1,T_RS26480,WP_000595917.1,SEL1-like repeat protein,NC_004631.1
2497128,2498637,-1,T_RS26245,NA,SEL1-like repeat protein,NC_004631.1
2498812,2498942,1,T_RS25945,NA,IS5/IS1182 family transposase,NC_004631.1
2499173,2500537,1,T_RS12330,WP_001000935.1,MFS transporter,NC_004631.1
2500584,2501075,-1,T_RS12335,WP_001138911.1,YajQ family cyclic di-GMP-binding protein,NC_004631.1
2501201,2502112,1,T_RS12340,WP_000705822.1,2-dehydropantoate 2-reductase,NC_004631.1
2502075,2502665,1,T_RS12345,WP_001275809.1,protein deglycase YajL,NC_004631.1
2502762,2503571,-1,T_RS12350,WP_001079741.1,phosphonoacetaldehyde hydrolase,NC_004631.1
2503581,2504684,-1,T_RS12355,WP_000203965.1,2-aminoethylphosphonate--pyruvate transaminase,NC_004631.1
2504824,2505543,1,T_RS12360,WP_000836268.1,phosphonate utilization transcriptional regulator PhnR,NC_004631.1
2505741,2506754,1,T_RS12365,WP_000778002.1,2-aminoethylphosphonate ABC transporter substrate-binding protein,NC_004631.1
2506760,2507869,1,T_RS12370,WP_000928794.1,2-aminoethylphosphonate ABC transport system ATP-binding subunit PhnT,NC_004631.1
2507872,2508741,1,T_RS12375,WP_000052708.1,2-aminoethylphosphonate ABC transporter permease subunit,NC_004631.1
2508735,2509526,1,T_RS12380,WP_000909802.1,2-aminoethylphosphonate ABC transport system%2C membrane component PhnV,NC_004631.1
2509576,2511024,-1,T_RS12385,WP_000668658.1,tRNA 4-thiouridine(8) synthase ThiI,NC_004631.1
2511234,2511476,1,T_RS12390,WP_001124944.1,exodeoxyribonuclease VII small subunit,NC_004631.1
2511477,2512376,1,T_RS12395,WP_000348078.1,(2E%2C6E)-farnesyl diphosphate synthase,NC_004631.1
2512400,2514262,1,T_RS12400,WP_000006791.1,1-deoxy-D-xylulose-5-phosphate synthase,NC_004631.1
2514319,2515293,1,T_RS12405,WP_001199865.1,aldo/keto reductase,NC_004631.1
2515397,2515912,-1,T_RS12410,WP_000154063.1,phosphatidylglycerophosphatase A,NC_004631.1
2515890,2516867,-1,T_RS12415,WP_000752139.1,thiamine-phosphate kinase,NC_004631.1
2516946,2517365,-1,T_RS12420,WP_000801120.1,transcription antitermination factor NusB,NC_004631.1
2517386,2517856,-1,T_RS12425,WP_001021372.1,6%2C7-dimethyl-8-ribityllumazine synthase,NC_004631.1
2517945,2519048,-1,T_RS12430,WP_001150215.1,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,NC_004631.1
2519052,2519501,-1,T_RS12435,WP_000543533.1,transcriptional regulator NrdR,NC_004631.1
2519653,2520192,1,T_RS12440,WP_000198480.1,DUF3251 domain-containing protein,NC_004631.1
2520492,2521355,1,T_RS12445,WP_000752021.1,nucleoside-specific channel-forming protein Tsx,NC_004631.1
2521409,2521735,1,T_RS26485,WP_010989124.1,nucleoside efflux transporter ImpX,NC_004631.1
2521988,2522335,-1,T_RS12455,WP_000974818.1,HNH nuclease YajD,NC_004631.1
2522505,2523197,-1,T_RS12460,WP_000198318.1,YafY family transcriptional regulator,NC_004631.1
2523223,2523588,-1,T_RS12465,WP_000793035.1,VOC family protein,NC_004631.1
2523735,2524706,-1,T_RS12470,WP_000046629.1,protein translocase subunit SecF,NC_004631.1
2524717,2526564,-1,T_RS12475,WP_000934811.1,protein translocase subunit SecD,NC_004631.1
2526592,2526924,-1,T_RS12480,WP_000007628.1,preprotein translocase subunit YajC,NC_004631.1
2526947,2528074,-1,T_RS12485,WP_000667304.1,tRNA guanosine(34) transglycosylase Tgt,NC_004631.1
2528271,2529335,-1,T_RS12490,WP_001266528.1,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,NC_004631.1
2529429,2530010,1,T_RS12495,WP_001009858.1,ACP phosphodiesterase,NC_004631.1
2530220,2530822,1,T_RS12500,WP_000244731.1,peroxiredoxin,NC_004631.1
2530894,2532711,-1,T_RS12505,WP_000930730.1,maltodextrin glucosidase,NC_004631.1
2532873,2534243,-1,T_RS12510,WP_000445555.1,proline-specific permease ProY,NC_004631.1
2534377,2534835,-1,T_RS12515,WP_000502119.1,IS200/IS605-like element IS200F family transposase,NC_004631.1
2534792,2534974,-1,T_RS26125,WP_000431187.1,hypothetical protein,NC_004631.1
2535029,2536348,-1,T_RS12520,WP_000149625.1,branched-chain amino acid transporter carrier protein BrnQ,NC_004631.1
2536757,2538052,-1,T_RS12525,WP_000893648.1,phosphate regulon sensor histidine kinase PhoR,NC_004631.1
2538122,2538811,-1,T_RS12530,WP_000113921.1,phosphate response regulator transcription factor PhoB,NC_004631.1
2539026,2540228,1,T_RS12540,WP_001221246.1,exonuclease subunit SbcD,NC_004631.1
2540225,2543366,1,T_RS12545,NA,exonuclease subunit SbcC,NC_004631.1
2543539,2544711,1,T_RS12550,NA,MFS transporter AraJ,NC_004631.1
2544731,2545639,-1,T_RS12555,WP_001219273.1,fructokinase,NC_004631.1
2545765,2546676,1,T_RS12560,WP_000964305.1,recombination-associated protein RdgC,NC_004631.1
2546714,2546998,-1,T_RS12565,WP_000941953.1,pyrimidine/purine nucleoside phosphorylase,NC_004631.1
2547069,2547753,-1,T_RS12570,NA,AroM family protein,NC_004631.1
2548004,2548195,-1,T_RS12575,WP_001143161.1,YaiA family protein,NC_004631.1
2548222,2548767,-1,T_RS12580,WP_000983569.1,shikimate kinase AroL,NC_004631.1
2548952,2549407,-1,T_RS12585,WP_000158137.1,YaiI/YqxD family protein,NC_004631.1
2549547,2550356,1,T_RS12590,WP_000412190.1,pyrroline-5-carboxylate reductase,NC_004631.1
2550371,2551483,-1,T_RS12595,WP_000484099.1,diguanylate cyclase AdrA,NC_004631.1
2551575,2551895,-1,T_RS12600,WP_000705165.1,phosphate starvation-inducible protein PsiF,NC_004631.1
2552247,2552507,-1,T_RS12605,WP_001518423.1,anti-adapter protein IraP,NC_004631.1
2552804,2554003,-1,T_RS12610,WP_000446769.1,multidrug efflux MFS transporter,NC_004631.1
2554172,2554885,-1,T_RS12615,WP_000480795.1,extensin family protein,NC_004631.1
2554963,2556057,1,T_RS12620,WP_001096588.1,D-alanine--D-alanine ligase,NC_004631.1
2556083,2556298,-1,T_RS12625,WP_001239240.1,DUF2754 family protein,NC_004631.1
2556566,2556874,1,T_RS12630,WP_000763139.1,YaiY family protein,NC_004631.1
2556912,2558006,-1,T_RS12635,WP_001271423.1,surface-exposed outer membrane lipoprotein YaiW,NC_004631.1
2558021,2559241,-1,T_RS12640,WP_000477016.1,peptide antibiotic transporter SbmA,NC_004631.1
2559577,2560734,1,T_RS12645,WP_000830774.1,D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH,NC_004631.1
2560779,2561402,-1,T_RS12650,WP_000950094.1,hydrogen peroxide resistance inhibitor IprA,NC_004631.1
2561488,2564373,-1,T_RS12655,WP_000556507.1,autotransporter outer membrane beta-barrel domain-containing protein,NC_004631.1
2564886,2565860,1,T_RS12660,WP_000130724.1,porphobilinogen synthase,NC_004631.1
2565964,2567850,-1,T_RS12665,WP_000010226.1,propionate--CoA ligase,NC_004631.1
2567891,2569342,-1,T_RS12670,WP_001272711.1,bifunctional 2-methylcitrate dehydratase/aconitate hydratase,NC_004631.1
2569380,2570549,-1,T_RS12675,WP_000132750.1,2-methylcitrate synthase,NC_004631.1
2570672,2571559,-1,T_RS12680,WP_000052221.1,methylisocitrate lyase,NC_004631.1
2571825,2573450,1,T_RS12685,WP_000205290.1,propionate catabolism operon regulatory protein PrpR,NC_004631.1
2573586,2573861,-1,T_RS12690,WP_000848026.1,DUF1471 family periplasmic protein YahO,NC_004631.1
2574093,2574725,1,T_RS12695,WP_000433130.1,LysE family transporter,NC_004631.1
2574766,2576874,-1,T_RS12700,WP_100208312.1,ferrioxamine B receptor FoxA,NC_004631.1
2577020,2578024,-1,T_RS12705,WP_000074609.1,helix-turn-helix domain-containing protein,NC_004631.1
2578120,2578311,-1,T_RS26490,WP_230374040.1,hypothetical protein,NC_004631.1
2578361,2579371,-1,T_RS12715,WP_000151052.1,cytochrome d ubiquinol oxidase subunit II,NC_004631.1
2579368,2580771,-1,T_RS12720,WP_000393706.1,cytochrome ubiquinol oxidase subunit I,NC_004631.1
2580886,2580987,-1,T_RS12725,WP_000934834.1,small effector SsaA,NC_004631.1
2581263,2584234,-1,T_RS12730,NA,type III restriction-modification system endonuclease,NC_004631.1
2584244,2586202,-1,T_RS12735,WP_000910350.1,site-specific DNA-methyltransferase,NC_004631.1
2586391,2587644,-1,T_RS12740,WP_000288510.1,MFS transporter,NC_004631.1
2587935,2588129,-1,T_RS12750,WP_001159469.1,gold resistance metallochaperone GolB,NC_004631.1
2588207,2588269,-1,T_RS26495,NA,hypothetical protein,NC_004631.1
2588259,2588816,1,T_RS12755,NA,multidrug efflux transporter outer membrane subunit MdsC,NC_004631.1
2588886,2589245,-1,T_RS12760,WP_000722977.1,DUF4156 domain-containing protein,NC_004631.1
2589303,2589527,-1,T_RS12765,WP_000737124.1,membrane protein,NC_004631.1
2589538,2590179,-1,T_RS12770,WP_000610819.1,helix-turn-helix transcriptional regulator,NC_004631.1
2590325,2590849,-1,T_RS12775,WP_000830239.1,Ail/Lom family outer membrane beta-barrel protein,NC_004631.1
2591251,2591738,-1,T_RS12780,NA,hypothetical protein,NC_004631.1
2591711,2592454,-1,T_RS12785,WP_000081360.1,transcriptional regulator,NC_004631.1
2592554,2594128,-1,T_RS12790,WP_000868284.1,cyclic diguanylate phosphodiesterase,NC_004631.1
2594640,2594941,-1,T_RS25535,NA,hypothetical protein,NC_004631.1
2594914,2595648,-1,T_RS12800,WP_001005856.1,membrane protein,NC_004631.1
2596311,2596847,1,T_RS12805,WP_000062036.1,type 1 fimbrial protein,NC_004631.1
2596909,2597670,1,T_RS12810,WP_000781490.1,fimbrial biogenesis chaperone StbB,NC_004631.1
2597654,2600215,1,T_RS12815,NA,fimbrial outer membrane usher protein,NC_004631.1
2600220,2601545,1,T_RS12820,WP_000899085.1,fimbrial usher protein StbD,NC_004631.1
2601511,2602269,1,T_RS12825,WP_001247037.1,fimbrial biogenesis chaperone StbE,NC_004631.1
2602317,2602715,-1,T_RS12830,WP_000766839.1,hypothetical protein,NC_004631.1
2603130,2604380,-1,T_RS12840,WP_000893213.1,glutamate-5-semialdehyde dehydrogenase,NC_004631.1
2604392,2605495,-1,T_RS12845,WP_001285275.1,glutamate 5-kinase,NC_004631.1
2605778,2606830,1,T_RS12850,WP_001043666.1,phosphoporin PhoE,NC_004631.1
2606881,2607282,-1,T_RS12855,WP_000174696.1,sigma factor-binding protein Crl,NC_004631.1
2607340,2608584,-1,T_RS12860,WP_000189584.1,esterase FrsA,NC_004631.1
2608673,2609131,-1,T_RS12865,WP_001292018.1,xanthine phosphoribosyltransferase,NC_004631.1
2609380,2610837,1,T_RS12870,WP_001292984.1,cytosol nonspecific dipeptidase,NC_004631.1
2610992,2611606,-1,T_RS12875,WP_000602086.1,peptide chain release factor H,NC_004631.1
2611603,2612742,-1,T_RS12880,WP_000528894.1,RNA ligase RtcB family protein,NC_004631.1
2612961,2614016,-1,T_RS12885,WP_001226198.1,DNA polymerase IV,NC_004631.1
2614266,2615006,1,T_RS12890,WP_001225658.1,peptidoglycan meso-diaminopimelic acid protein amidase,NC_004631.1
2614977,2615744,-1,T_RS12895,WP_000333360.1,class II glutamine amidotransferase,NC_004631.1
2615908,2616486,-1,T_RS12900,WP_000284051.1,D-sedoheptulose 7-phosphate isomerase,NC_004631.1
2616726,2619170,1,T_RS12905,WP_000973055.1,acyl-CoA dehydrogenase FadE,NC_004631.1
2619279,2620046,1,T_RS12910,WP_000015775.1,amidohydrolase,NC_004631.1
2620356,2620763,1,T_RS12915,WP_000788200.1,Spy/CpxP family protein refolding chaperone,NC_004631.1
2621088,2621807,1,T_RS12920,WP_000787614.1,adhesin/invasin protein PagN,NC_004631.1
2621811,2621999,-1,T_RS12925,NA,hypothetical protein,NC_004631.1
2622035,2622168,1,T_RS26250,NA,transposase,NC_004631.1
2622770,2623387,-1,T_RS12930,WP_000241754.1,hypothetical protein,NC_004631.1
2623527,2623982,-1,T_RS12935,WP_000219490.1,Lrp/AsnC family transcriptional regulator,NC_004631.1
2624115,2625194,-1,T_RS12940,WP_000066477.1,fimbrial protein TcfD,NC_004631.1
2625217,2627904,-1,T_RS12945,WP_000092509.1,fimbrial outer membrane usher protein TcfC,NC_004631.1
2628013,2628531,-1,T_RS12950,WP_001056552.1,fimbrial protein TcfB,NC_004631.1
2628639,2629349,-1,T_RS12955,WP_001009503.1,fimbrial chaperone TcfA,NC_004631.1
2630384,2630941,1,T_RS25540,NA,ATP-binding protein,NC_004631.1
2630981,2631167,-1,T_RS12965,NA,transposase,NC_004631.1
2631257,2631367,-1,T_RS12970,NA,hypothetical protein,NC_004631.1
2631487,2632434,-1,T_RS12975,WP_000970303.1,LysR family transcriptional regulator,NC_004631.1
2632926,2633166,-1,T_RS12985,NA,PerC family transcriptional regulator,NC_004631.1
2633249,2634070,-1,T_RS12990,WP_000119384.1,polysaccharide deacetylase family protein,NC_004631.1
2634478,2634948,-1,T_RS12995,WP_000266939.1,pilin structural protein SafD,NC_004631.1
2634970,2637480,-1,T_RS13000,WP_000669630.1,fimbrial biogenesis outer membrane usher protein,NC_004631.1
2637504,2638244,-1,T_RS13005,WP_000691915.1,pili assembly chaperone SafB,NC_004631.1
2638512,2638817,-1,T_RS26500,WP_001766340.1,hypothetical protein,NC_004631.1
2638950,2639444,-1,T_RS13015,WP_000789625.1,lipoprotein,NC_004631.1
2640200,2640904,-1,T_RS25545,NA,integrase core domain-containing protein,NC_004631.1
2640957,2641262,1,T_RS13030,WP_010989118.1,type I toxin-antitoxin system SymE family toxin,NC_004631.1
2641332,2641775,-1,T_RS13035,WP_000437847.1,SMI1/KNR4 family protein,NC_004631.1
2641777,2642037,-1,T_RS13040,WP_010989117.1,hypothetical protein,NC_004631.1
2642182,2644686,-1,T_RS13045,NA,RHS domain-containing protein,NC_004631.1
2644686,2645009,1,T_RS13050,WP_072073180.1,type I toxin-antitoxin system SymE family toxin,NC_004631.1
2645055,2645732,-1,T_RS13055,WP_000875616.1,hypothetical protein,NC_004631.1
2645735,2649799,-1,T_RS13060,WP_000272669.1,DUF6531 domain-containing protein,NC_004631.1
2649818,2650264,-1,T_RS13065,WP_000375832.1,DcrB-related protein,NC_004631.1
2650288,2652477,-1,T_RS13070,WP_000011527.1,type VI secretion system Vgr family protein,NC_004631.1
2652874,2653395,-1,T_RS13080,NA,DUF2778 domain-containing protein,NC_004631.1
2653419,2653835,-1,T_RS13085,WP_000759645.1,DUF2195 family protein,NC_004631.1
2653832,2653927,-1,T_RS26505,NA,cytoplasmic protein,NC_004631.1
2653963,2654424,-1,T_RS13090,WP_001674711.1,hypothetical protein,NC_004631.1
