#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_000913.3",1922313,1922969,"-",946356,"pphA","b1838","NP_416352.4",218,"phosphoprotein phosphatase 1"
"chromosome","NC_000913.3",1923365,1923706,"-",947014,"yebY","b1839","NP_416353.1",113,"DUF2511 domain-containing protein YebY"
"chromosome","NC_000913.3",1923719,1924591,"-",947078,"yebZ","b1840","NP_416354.1",290,"CopD family protein"
"chromosome","NC_000913.3",1924595,1924969,"-",948315,"yobA","b1841","NP_416355.1",124,"copper-binding protein"
"chromosome","NC_000913.3",1925108,1925338,"+",947471,"holE","b1842","NP_416356.1",76,"DNA polymerase III subunit theta"
"chromosome","NC_000913.3",1925440,1926096,"+",948329,"yobB","b1843","NP_416357.1",218,"putative carbon-nitrogen hydrolase family protein YobB"
"chromosome","NC_000913.3",1926120,1926782,"+",946361,"exoX","b1844","NP_416358.1",220,"exonuclease X"
"chromosome","NC_000913.3",1926779,1928839,"-",946358,"ptrB","b1845","NP_416359.1",686,"oligopeptidase B"
"chromosome","NC_000913.3",1929048,1929707,"-",946355,"yebE","b1846","NP_416360.1",219,"DUF533 domain-containing inner membrane protein YebE"
"chromosome","NC_000913.3",1930034,1930390,"-",946363,"yebF","b1847","NP_416361.2",118,"secreted protein YebF"
"chromosome","NC_000913.3",1930457,1930747,"-",946364,"yebG","b1848","NP_416362.1",96,"DNA damage-inducible protein YebG"
"chromosome","NC_000913.3",1930881,1932059,"+",946368,"purT","b1849","NP_416363.1",392,"phosphoribosylglycinamide formyltransferase 2"
"chromosome","NC_000913.3",1932115,1932756,"-",946367,"eda","b1850","NP_416364.1",213,"KHG/KDPG aldolase"
"chromosome","NC_000913.3",1932793,1934604,"-",946362,"edd","b1851","NP_416365.1",603,"phosphogluconate dehydratase"
"chromosome","NC_000913.3",1934839,1936314,"-",946370,"zwf","b1852","NP_416366.1",491,"NADP(+)-dependent glucose-6-phosphate dehydrogenase"
"chromosome","NC_000913.3",1936652,1937521,"+",946373,"yebK","b1853","NP_416367.1",289,"DNA-binding transcriptional repressor YebK"
"chromosome","NC_000913.3",1937649,1939091,"+",946527,"pykA","b1854","NP_416368.1",480,"pyruvate kinase 2"
"chromosome","NC_000913.3",1939222,1940193,"-",945143,"lpxM","b1855","NP_416369.1",323,"Lipid A biosynthesis myristoyltransferase"
"chromosome","NC_000913.3",1940313,1941635,"-",946376,"mepM","b1856","NP_416370.2",440,"peptidoglycan endopeptidase MepM"
"chromosome","NC_000913.3",1941651,1942583,"-",946375,"znuA","b1857","NP_416371.4",310,"Zn(2(+)) ABC transporter periplasmic binding protein"
"chromosome","NC_000913.3",1942662,1943417,"+",946374,"znuC","b1858","NP_416372.1",251,"Zn(2(+)) ABC transporter ATP binding subunit"
"chromosome","NC_000913.3",1943414,1944199,"+",946372,"znuB","b1859","NP_416373.1",261,"Zn(2(+)) ABC transporter membrane subunit"
"chromosome","NC_000913.3",1944346,1945356,"-",946371,"ruvB","b1860","NP_416374.1",336,"Holliday junction branch migration complex subunit RuvB"
"chromosome","NC_000913.3",1945365,1945976,"-",946369,"ruvA","b1861","NP_416375.1",203,"Holliday junction branch migration complex subunit RuvA"
"chromosome","NC_000913.3",1946115,1946180,"-",7751641,"yobI","b4677","YP_002791244.1",21,"uncharacterized protein YobI"
"chromosome","NC_000913.3",1946251,1946853,"+",946377,"yebB","b1862","NP_416376.2",200,"putative papain-like amidase YebB"
"chromosome","NC_000913.3",1946855,1947376,"-",946378,"ruvC","b1863","NP_416377.1",173,"crossover junction endodeoxyribonuclease RuvC"
"chromosome","NC_000913.3",1947411,1948151,"-",946379,"yebC","b1864","NP_416378.1",246,"putative transcriptional regulator YebC"
"chromosome","NC_000913.3",1948180,1948632,"-",946383,"nudB","b1865","NP_416379.1",150,"dihydroneopterin triphosphate diphosphatase"
"chromosome","NC_000913.3",1948750,1950522,"-",946385,"aspS","b1866","NP_416380.1",590,"aspartate--tRNA ligase"
"chromosome","NC_000913.3",1950832,1951398,"+",946384,"yecD","b1867","NP_416381.2",188,"isochorismatase family protein YecD"
"chromosome","NC_000913.3",1951395,1952213,"+",946382,"yecE","b1868","NP_416382.1",272,"DUF72 domain-containing protein YecE"
"chromosome","NC_000913.3",1952266,1952661,"+",946381,"yecN","b1869","NP_416383.4",131,"MAPEG family inner membrane protein YecN"
"chromosome","NC_000913.3",1952702,1953445,"+",946380,"cmoA","b1870","NP_416384.1",247,"carboxy-S-adenosyl-L-methionine synthase"
"chromosome","NC_000913.3",1953442,1954413,"+",946387,"cmoB","b1871","NP_416385.1",323,"tRNA U34 carboxymethyltransferase"
"chromosome","NC_000913.3",1954578,1957007,"-",946389,"torZ","b1872","NP_416386.4",809,"trimethylamine N-oxide reductase 2"
"chromosome","NC_000913.3",1957032,1958132,"-",946490,"torY","b1873","NP_416387.1",366,"cytochrome c quinol dehydrogenase TorY"
"chromosome","NC_000913.3",1958520,1959266,"-",2847756,"cutC","b1874","YP_025309.2",248,"PF03932 family protein CutC"
"chromosome","NC_000913.3",1959280,1959846,"-",946415,"yecM","b1875","NP_416389.4",188,"putative metal-binding enzyme YecM"
"chromosome","NC_000913.3",1960062,1961795,"+",946452,"argS","b1876","NP_416390.1",577,"arginine--tRNA ligase"
"chromosome","NC_000913.3",1961837,1961881,"-",63925639,"yecV","b4778","YP_010051188.1",14,"protein YecV"
"chromosome","NC_000913.3",1961972,1962460,"+",946511,"yecT","b1877","NP_416391.4",162,"protein YecT"
"chromosome","NC_000913.3",1962580,1962972,"-",946094,"flhE","b1878","NP_416392.1",130,"flagellar protein FlhE"
"chromosome","NC_000913.3",1962972,1965050,"-",946390,"flhA","b1879","NP_416393.1",692,"flagellar biosynthesis protein FlhA"
"chromosome","NC_000913.3",1965043,1966191,"-",946391,"flhB","b1880","NP_416394.1",382,"flagellar biosynthesis protein FlhB"
"chromosome","NC_000913.3",1966393,1967037,"-",946392,"cheZ","b1881","NP_416395.1",214,"chemotaxis protein CheZ"
"chromosome","NC_000913.3",1967048,1967437,"-",946393,"cheY","b1882","NP_416396.1",129,"chemotaxis protein CheY"
"chromosome","NC_000913.3",1967452,1968501,"-",946394,"cheB","b1883","NP_416397.1",349,"protein-glutamate methylesterase/protein glutamine deamidase"
"chromosome","NC_000913.3",1968504,1969364,"-",946396,"cheR","b1884","NP_416398.1",286,"chemotaxis protein methyltransferase"
"chromosome","NC_000913.3",1969383,1970984,"-",946397,"tap","b1885","NP_416399.1",533,"methyl-accepting chemotaxis protein Tap"
"chromosome","NC_000913.3",1971030,1972691,"-",946399,"tar","b1886","NP_416400.1",553,"methyl-accepting chemotaxis protein Tar"
"chromosome","NC_000913.3",1972836,1973339,"-",946400,"cheW","b1887","NP_416401.1",167,"chemotaxis protein CheW"
"chromosome","NC_000913.3",1973360,1975324,"-",946401,"cheA","b1888","YP_010283911.1",654,"chemotaxis protein CheA"
"chromosome","NC_000913.3",1973360,1975033,"-",946401,"cheA","b1888","NP_416402.2",557,"chemotaxis protein CheA"
"chromosome","NC_000913.3",1975329,1976255,"-",946402,"motB","b1889","NP_416403.1",308,"motility protein B"
"chromosome","NC_000913.3",1976252,1977139,"-",947564,"motA","b1890","NP_416404.1",295,"motility protein A"
"chromosome","NC_000913.3",1977266,1977844,"-",947280,"flhC","b1891","NP_416405.1",192,"DNA-binding transcriptional dual regulator FlhC"
"chromosome","NC_000913.3",1977847,1978197,"-",945442,"flhD","b1892","NP_416406.4",116,"DNA-binding transcriptional dual regulator FlhD"
"chromosome","NC_000913.3",1978518,1979021,"-",945867,"insB5","b1893","NP_416407.1",167,"IS1 family protein InsB"
"chromosome","NC_000913.3",1978940,1979215,"-",945800,"insA5","b1894","NP_416408.1",91,"IS1 family protein InsA"
"chromosome","NC_000913.3",1979753,1980181,"+",946404,"uspC","b1895","NP_416409.1",142,"universal stress protein C"
"chromosome","NC_000913.3",1980188,1981612,"-",946405,"otsA","b1896","NP_416410.1",474,"trehalose-6-phosphate synthase"
"chromosome","NC_000913.3",1981587,1982387,"-",946406,"otsB","b1897","NP_416411.1",266,"trehalose-6-phosphate phosphatase"
"chromosome","NC_000913.3",1982554,1983540,"-",948923,"araH","b4460","YP_026162.2",328,"arabinose ABC transporter membrane subunit"
"chromosome","NC_000913.3",1983555,1985069,"-",946408,"araG","b1900","NP_416413.1",504,"arabinose ABC transporter ATP binding subunit"
"chromosome","NC_000913.3",1985139,1986128,"-",946409,"araF","b1901","NP_416414.1",329,"arabinose ABC transporter periplasmic binding protein"
"chromosome","NC_000913.3",1986925,1987428,"+",946407,"ftnB","b1902","NP_416415.1",167,"putative ferritin-like protein"
"chromosome","NC_000913.3",1987507,1987758,"-",946388,"yecJ","b4537","NP_416416.2",83,"DUF2766 domain-containing protein YecJ"
"chromosome","NC_000913.3",1987873,1987959,"-",7751642,"azuC","b4663","YP_002791245.1",28,"uncharacterized protein AzuC"
"chromosome","NC_000913.3",1988222,1988545,"+",946386,"yecR","b1904","NP_416417.1",107,"lipoprotein YecR"
"chromosome","NC_000913.3",1988716,1989213,"+",946410,"ftnA","b1905","NP_416418.1",165,"ferritin iron storage protein"
"chromosome","NC_000913.3",1989251,1989490,"-",946411,"yecH","b1906","NP_416419.1",79,"DUF2492 domain-containing protein YecH"
"chromosome","NC_000913.3",1989681,1990892,"+",946412,"tyrP","b1907","NP_416420.1",403,"tyrosine:H(+) symporter"
"chromosome","NC_000913.3",1990954,1991619,"-",945061,"yecA","b1908","NP_416421.1",221,"putative iron-binding protein YecA"
"chromosome","NC_000913.3",1992269,1992817,"-",945791,"pgsA","b1912","NP_416422.1",182,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
"chromosome","NC_000913.3",1992874,1994706,"-",947203,"uvrC","b1913","NP_416423.4",610,"UvrABC excision nuclease subunit C"
"chromosome","NC_000913.3",1994703,1995359,"-",946424,"uvrY","b1914","NP_416424.1",218,"DNA-binding transcriptional activator UvrY"
"chromosome","NC_000913.3",1995655,1995831,"+",38094967,"yecU","b4752","YP_009518796.1",58,"protein YecU"
"chromosome","NC_000913.3",1995818,1996042,"+",946420,"yecF","b1915","NP_416425.1",74,"DUF2594 domain-containing protein YecF"
"chromosome","NC_000913.3",1996110,1996832,"-",946421,"sdiA","b1916","NP_416426.1",240,"DNA-binding transcriptional dual regulator SdiA"
"chromosome","NC_000913.3",1997062,1997814,"-",946422,"tcyN","b1917","NP_416427.1",250,"cystine ABC transporter ATP binding subunit"
"chromosome","NC_000913.3",1997811,1998479,"-",949105,"tcyL","b1918","NP_416428.1",222,"cystine ABC transporter membrane subunit"
"chromosome","NC_000913.3",1998494,1999480,"-",946831,"dcyD","b1919","NP_416429.4",328,"D-cysteine desulfhydrase"
"chromosome","NC_000913.3",1999585,2000385,"-",948833,"tcyJ","b1920","NP_416430.1",266,"cystine ABC transporter periplasmic binding protein"
"chromosome","NC_000913.3",2000473,2001024,"-",946833,"fliZ","b1921","NP_416431.2",183,"DNA-binding transcriptional regulator FliZ"
"chromosome","NC_000913.3",2001070,2001789,"-",948824,"fliA","b1922","NP_416432.3",239,"RNA polymerase sigma factor FliA"
"chromosome","NC_000913.3",2002110,2003606,"-",949101,"fliC","b1923","NP_416433.1",498,"flagellar filament structural protein"
"chromosome","NC_000913.3",2003872,2005278,"+",946428,"fliD","b1924","NP_416434.1",468,"flagellar filament capping protein"
"chromosome","NC_000913.3",2005303,2005713,"+",946429,"fliS","b1925","NP_416435.1",136,"flagellar biosynthesis protein FliS"
"chromosome","NC_000913.3",2005713,2006078,"+",946433,"fliT","b1926","NP_416436.1",121,"flagellar biosynthesis protein FliT"
"chromosome","NC_000913.3",2006156,2007643,"+",946434,"amyA","b1927","NP_416437.1",495,"alpha-amylase"
"chromosome","NC_000913.3",2007677,2008090,"-",949082,"yedD","b1928","NP_416438.1",137,"lipoprotein YedD"
"chromosome","NC_000913.3",2008277,2009482,"+",945192,"yedE","b1929","NP_416439.1",401,"putative selenium transporter YedE"
"chromosome","NC_000913.3",2009479,2009712,"+",946909,"yedF","b1930","NP_416440.1",77,"putative sulfurtransferase YedF"
"chromosome","NC_000913.3",2009821,2010489,"+",946435,"yedK","b1931","YP_025310.1",222,"genome maintenance protein"
"chromosome","NC_000913.3",2010600,2011079,"+",946437,"yedL","b1932","NP_416442.1",159,"putative acetyltransferase YedL"
"chromosome","NC_000913.3",2012700,2013014,"-",946446,"fliE","b1937","NP_416447.1",104,"flagellar protein FliE"
"chromosome","NC_000913.3",2013229,2014887,"+",946448,"fliF","b1938","NP_416448.1",552,"flagellar basal-body MS-ring and collar protein"
"chromosome","NC_000913.3",2014880,2015875,"+",946451,"fliG","b1939","NP_416449.1",331,"flagellar motor switch protein FliG"
"chromosome","NC_000913.3",2015868,2016554,"+",946456,"fliH","b1940","NP_416450.2",228,"flagellar biosynthesis protein FliH"
"chromosome","NC_000913.3",2016554,2017927,"+",946457,"fliI","b1941","NP_416451.1",457,"flagellar export ATPase FliI"
"chromosome","NC_000913.3",2017946,2018389,"+",946454,"fliJ","b1942","NP_416452.1",147,"flagellar biosynthesis protein FliJ"
"chromosome","NC_000913.3",2018386,2019513,"+",946449,"fliK","b1943","NP_416453.1",375,"flagellar hook-length control protein"
"chromosome","NC_000913.3",2019618,2020082,"+",946443,"fliL","b1944","NP_416454.1",154,"flagellar protein FliL"
"chromosome","NC_000913.3",2020087,2021091,"+",946442,"fliM","b1945","NP_416455.1",334,"flagellar motor switch protein FliM"
"chromosome","NC_000913.3",2021088,2021501,"+",946423,"fliN","b1946","NP_416456.1",137,"flagellar motor switch protein FliN"
"chromosome","NC_000913.3",2021504,2021869,"+",946458,"fliO","b1947","NP_416457.4",121,"flagellar biosynthesis protein FliO"
"chromosome","NC_000913.3",2021869,2022606,"+",946462,"fliP","b1948","NP_416458.1",245,"flagellar biosynthesis protein FliP"
"chromosome","NC_000913.3",2022616,2022885,"+",946463,"fliQ","b1949","NP_416459.1",89,"flagellar biosynthesis protein FliQ"
"chromosome","NC_000913.3",2022893,2023678,"+",946464,"fliR","b1950","NP_416460.1",261,"flagellar biosynthesis protein FliR"
"chromosome","NC_000913.3",2023968,2024591,"+",946467,"rcsA","b1951","NP_416461.1",207,"DNA-binding transcriptional activator RcsA"
"chromosome","NC_000913.3",2024635,2024823,"-",946468,"dsrB","b1952","NP_416462.1",62,"protein DsrB"
"chromosome","NC_000913.3",2024986,2025213,"+",946469,"yodD","b1953","NP_416463.4",75,"stress-induced protein"
"chromosome","NC_000913.3",2025511,2026326,"+",946472,"yedP","b1955","NP_416464.1",271,"putative mannosyl-3-phosphoglycerate phosphatase"
"chromosome","NC_000913.3",2026323,2028017,"-",946471,"dgcQ","b1956","NP_416465.2",564,"diguanylate cyclase DgcQ"
"chromosome","NC_000913.3",2028188,2028370,"-",946466,"yodC","b1957","NP_416466.1",60,"protein YodC"
"chromosome","NC_000913.3",2028449,2029366,"-",946465,"yedI","b1958","NP_416467.1",305,"DUF808 domain-containing inner membrane protein YedI"
"chromosome","NC_000913.3",2029539,2030459,"+",946461,"yedA","b1959","NP_416468.1",306,"putative transporter YedA"
"chromosome","NC_000913.3",2030448,2030918,"-",946476,"vsr","b1960","NP_416469.1",156,"DNA mismatch endonuclease Vsr"
"chromosome","NC_000913.3",2030899,2032317,"-",946479,"dcm","b1961","NP_416470.1",472,"DNA-cytosine methyltransferase"
"chromosome","NC_000913.3",2032384,2033079,"-",946478,"yedJ","b1962","NP_416471.1",231,"putative HD superfamily phosphohydrolase YedJ"
"chromosome","NC_000913.3",2033119,2033421,"-",946477,"drpB","b1963","NP_416472.3",100,"cell division protein DrpB"
"chromosome","NC_000913.3",2035835,2036686,"+",946481,"hchA","b1967","NP_416476.1",283,"protein/nucleic acid deglycase 1"
"chromosome","NC_000913.3",2036794,2038152,"-",946487,"hprS","b1968","NP_416477.1",452,"sensor histidine kinase HprS"
"chromosome","NC_000913.3",2038152,2038823,"-",946486,"hprR","b1969","NP_416478.2",223,"DNA-binding transcriptional dual regulator HprR"
"chromosome","NC_000913.3",2038956,2039369,"+",946485,"hiuH","b1970","NP_416479.1",137,"hydroxyisourate hydrolase/transthyretin-related protein"
"chromosome","NC_000913.3",2039478,2040482,"+",946484,"msrP","b1971","NP_416480.1",334,"protein-L-methionine sulfoxide reductase catalytic subunit MsrP"
"chromosome","NC_000913.3",2040483,2041118,"+",946483,"msrQ","b1972","NP_416481.1",211,"membrane-bound flavocytochrome MsrQ"
"chromosome","NC_000913.3",2041375,2042025,"+",946480,"zinT","b1973","NP_416482.1",216,"metal-binding protein ZinT"
"chromosome","NC_000913.3",2042368,2042898,"+",946491,"yodB","b1974","NP_416483.4",176,"putative cytochrome b561 YodB"
"chromosome","NC_000913.3",2043651,2044448,"+",946489,"mtfA","b1976","NP_416484.2",265,"Mlc titration factor"
"chromosome","NC_000913.3",2044938,2052014,"+",946498,"yeeJ","b1978","NP_416485.4",2358,"inverse autotransporter adhesin"
"chromosome","NC_000913.3",2053643,2054959,"+",946495,"shiA","b1981","NP_416488.1",438,"shikimate:H(+) symporter"
"chromosome","NC_000913.3",2055061,2056515,"+",946508,"amn","b1982","NP_416489.1",484,"AMP nucleosidase"
"chromosome","NC_000913.3",2056858,2057574,"+",946493,"yeeN","b1983","NP_416490.1",238,"putative transcriptional regulator YeeN"
"chromosome","NC_000913.3",2058203,2059846,"-",946506,"yeeO","b1985","NP_416491.3",547,"FMN/FAD exporter"
"chromosome","NC_000913.3",2059964,2060914,"-",946502,"cbl","b1987","NP_416492.1",316,"DNA-binding transcriptional activator Cbl"
"chromosome","NC_000913.3",2061016,2061933,"-",946501,"nac","b1988","NP_416493.1",305,"DNA-binding transcriptional dual regulator Nac"
"chromosome","NC_000913.3",2062391,2063323,"-",945273,"ldtA","b1990","NP_416494.1",310,"L,D-transpeptidase LdtA"
"chromosome","NC_000913.3",2063388,2064467,"-",946517,"cobT","b1991","NP_416495.1",359,"nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase"
"chromosome","NC_000913.3",2064479,2065222,"-",946520,"cobS","b1992","NP_416496.1",247,"cobalamin 5\\'-phosphate synthase"
"chromosome","NC_000913.3",2065219,2065764,"-",946519,"cobU","b1993","NP_416497.1",181,"cobinamide-P guanylyltransferase/cobinamide kinase"
"chromosome","NC_000913.3",2066305,2067285,"-",946507,"insH6","b1994","NP_416498.2",326,"IS5 family transposase and trans-activator"
"chromosome","NC_000913.3",2068952,2069857,"-",946403,"insD3","b1996","NP_416500.1",301,"IS2 insertion element protein InsB"
"chromosome","NC_000913.3",2069815,2070180,"-",946455,"insC3","b1997","YP_026163.2",121,"IS2 insertion element repressor InsA"
"chromosome","NC_000913.3",2071539,2074658,"+",946540,"flu","b2000","YP_026164.1",1039,"self recognizing antigen 43 (Ag43) autotransporter"
"chromosome","NC_000913.3",2074779,2076311,"+",946512,"yeeR","b2001","NP_416505.2",510,"inner membrane protein YeeR"
"chromosome","NC_000913.3",2076308,2076754,"+",946514,"yeeS","b2002","NP_416506.1",148,"RadC-like JAB domain-containing protein YeeS"
"chromosome","NC_000913.3",2076817,2077038,"+",946513,"yeeT","b2003","NP_416507.1",73,"DUF987 domain-containing protein YeeT"
"chromosome","NC_000913.3",2077112,2077480,"+",946510,"cbeA","b2004","NP_416508.1",122,"cytoskeleton bundling-enhancing antitoxin CbeA"
"chromosome","NC_000913.3",2077569,2077943,"+",946534,"cbtA","b2005","NP_416509.1",124,"cytoskeleton-binding toxin CbtA"
"chromosome","NC_000913.3",2077940,2078134,"+",946535,"yeeW","b2006","YP_009518797.1",64,"putative uncharacterized protein YeeW"
"chromosome","NC_000913.3",2078575,2078931,"+",1450273,"yoeF","b4538","YP_009518798.1",118,"putative uncharacterized protein YoeF"
"chromosome","NC_000913.3",2079032,2079361,"-",946541,"tmaR","b2007","NP_416511.4",109,"PTS system regulator TmaR"
"chromosome","NC_000913.3",2079427,2079477,"-",71004567,"yoeJ","b4818","YP_010283912.1",16,"protein YoeJ"
"chromosome","NC_000913.3",2079533,2080591,"-",946545,"yeeA","b2008","NP_416512.1",352,"putative transporter YeeA"
"chromosome","NC_000913.3",2080789,2081262,"-",946546,"sbmC","b2009","NP_416513.1",157,"DNA gyrase inhibitor"
"chromosome","NC_000913.3",2081381,2082547,"-",946518,"dacD","b2010","NP_416514.4",388,"D-alanyl-D-alanine carboxypeptidase DacD"
"chromosome","NC_000913.3",2082756,2084183,"+",946529,"sbcB","b2011","NP_416515.1",475,"exodeoxyribonuclease I"
"chromosome","NC_000913.3",2084226,2084453,"-",946539,"tsuB","b2012","NP_416516.1",75,"putative thiosulfate sulfurtransferase"
"chromosome","NC_000913.3",2084467,2085525,"-",946526,"tsuA","b2013","NP_416517.1",352,"thiosulfate transporter"
"chromosome","NC_000913.3",2085704,2087062,"-",946533,"plaP","b2014","NP_416518.2",452,"putrescine:H(+) symporter PlaP"
"chromosome","NC_000913.3",2087052,2087114,"-",7751643,"yoeI","b4678","YP_002791246.1",20,"uncharacterized protein YoeI"
"chromosome","NC_000913.3",2087329,2088258,"-",946532,"yeeY","b2015","NP_416519.4",309,"putative DNA-binding transcriptional regulator YeeY"
"chromosome","NC_000913.3",2088304,2089128,"-",946538,"yeeZ","b2016","NP_416520.1",274,"putative epimerase YeeZ"
"chromosome","NC_000913.3",2089211,2089465,"-",1450274,"yoeB","b4539","YP_588458.1",84,"ribosome-dependent mRNA interferase toxin YoeB"
"chromosome","NC_000913.3",2089462,2089713,"-",946542,"yefM","b2017","NP_416521.2",83,"YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor"
"chromosome","NC_000913.3",2089996,2090046,"+",946547,"hisL","b2018","NP_416522.1",16,"his operon leader peptide"
"chromosome","NC_000913.3",2090192,2091091,"+",946549,"hisG","b2019","NP_416523.1",299,"ATP phosphoribosyltransferase"
"chromosome","NC_000913.3",2091097,2092401,"+",946531,"hisD","b2020","NP_416524.1",434,"histidinal/histidinol dehydrogenase"
"chromosome","NC_000913.3",2092398,2093468,"+",946551,"hisC","b2021","NP_416525.1",356,"histidinol-phosphate aminotransferase"
"chromosome","NC_000913.3",2093468,2094535,"+",946552,"hisB","b2022","NP_416526.4",355,"imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase"
"chromosome","NC_000913.3",2094535,2095125,"+",946544,"hisH","b2023","NP_416527.1",196,"imidazole glycerol phosphate synthase subunit HisH"
"chromosome","NC_000913.3",2095125,2095862,"+",946521,"hisA","b2024","NP_416528.2",245,"1-(5-phosphoribosyl)-5"
"chromosome","NC_000913.3",2095844,2096620,"+",946516,"hisF","b2025","NP_416529.1",258,"imidazole glycerol phosphate synthase subunit HisF"
"chromosome","NC_000913.3",2096614,2097225,"+",946515,"hisI","b2026","NP_416530.1",203,"putative bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase"
"chromosome","NC_000913.3",2097321,2098301,"-",946553,"wzzB","b2027","NP_416531.4",326,"O-antigen co-polymerase"
"chromosome","NC_000913.3",2098447,2099613,"-",946571,"ugd","b2028","NP_416532.1",388,"UDP-glucose 6-dehydrogenase"
"chromosome","NC_000913.3",2099862,2101268,"-",946554,"gnd","b2029","NP_416533.1",468,"6-phosphogluconate dehydrogenase, decarboxylating"
"chromosome","NC_000913.3",2101895,2102875,"-",946577,"insH7","b2030","NP_415847.2",326,"IS5 family transposase and trans-activator"
"chromosome","NC_000913.3",2103391,2104509,"-",946555,"wbbK","b2032","NP_416536.1",372,"putative glycosyltransferase WbbK"
"chromosome","NC_000913.3",2104494,2105084,"-",946556,"wbbJ","b2033","NP_416537.1",196,"putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ"
"chromosome","NC_000913.3",2105065,2106057,"-",947041,"wbbI","b2034","NP_416538.1",330,"beta-1,6-galactofuranosyltransferase WbbI"
"chromosome","NC_000913.3",2106060,2107226,"-",945179,"wbbH","b2035","NP_416539.1",388,"putative O-antigen polymerase"
"chromosome","NC_000913.3",2107226,2108329,"-",945235,"glf","b2036","NP_416540.1",367,"UDP-galactopyranose mutase"
"chromosome","NC_000913.3",2108337,2109584,"-",946557,"rfbX","b2037","NP_416541.1",415,"polyisoprenol-linked O16-antigen repeat unit flippase"
"chromosome","NC_000913.3",2109581,2110138,"-",947482,"rfbC","b2038","NP_416542.1",185,"dTDP-4-dehydrorhamnose 3,5-epimerase"
"chromosome","NC_000913.3",2110138,2111019,"-",945154,"rfbA","b2039","NP_416543.1",293,"glucose-1-phosphate thymidylyltransferase 1"
"chromosome","NC_000913.3",2111077,2111976,"-",947117,"rfbD","b2040","NP_416544.1",299,"dTDP-4-dehydrorhamnose reductase"
"chromosome","NC_000913.3",2111976,2113061,"-",945276,"rfbB","b2041","NP_416545.1",361,"dTDP-glucose 4,6-dehydratase 1"
"chromosome","NC_000913.3",2113434,2114327,"-",946560,"galF","b2042","NP_416546.1",297,"UTP:glucose-1-phosphate uridylyltransferase, low activity"
"chromosome","NC_000913.3",2114502,2115896,"-",946561,"wcaM","b2043","NP_416547.1",464,"putative colanic acid biosynthesis protein WcaM"
"chromosome","NC_000913.3",2115907,2117127,"-",946565,"wcaL","b2044","NP_416548.1",406,"putative colanic acid biosynthesis glycosyl transferase WcaL"
"chromosome","NC_000913.3",2117124,2118404,"-",946569,"wcaK","b2045","NP_416549.1",426,"colanic acid biosynthesis pyruvyl transferase WcaK"
"chromosome","NC_000913.3",2118680,2120158,"-",946581,"wzxC","b2046","NP_416550.1",492,"colanic acid repeat unit flippase"
"chromosome","NC_000913.3",2120160,2121554,"-",946583,"wcaJ","b2047","NP_416551.1",464,"UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase"
"chromosome","NC_000913.3",2121609,2122979,"-",946574,"cpsG","b2048","NP_416552.1",456,"phosphomannomutase"
"chromosome","NC_000913.3",2123084,2124520,"-",946580,"cpsB","b2049","NP_416553.1",478,"mannose-1-phosphate guanylyltransferase"
"chromosome","NC_000913.3",2124523,2125746,"-",946588,"wcaI","b2050","NP_416554.1",407,"colanic acid biosynthesis fucosyltransferase WcaI"
"chromosome","NC_000913.3",2125743,2126222,"-",946559,"gmm","b2051","NP_416555.2",159,"GDP-mannose mannosyl hydrolase"
"chromosome","NC_000913.3",2126225,2127190,"-",946563,"fcl","b2052","NP_416556.1",321,"GDP-L-fucose synthase"
"chromosome","NC_000913.3",2127193,2128314,"-",946562,"gmd","b2053","NP_416557.1",373,"GDP-mannose 4,6-dehydratase"
"chromosome","NC_000913.3",2128340,2128888,"-",946578,"wcaF","b2054","NP_416558.1",182,"colanic acid biosynthesis acetyltransferase WcaF"
"chromosome","NC_000913.3",2128904,2129650,"-",946543,"wcaE","b2055","NP_416559.1",248,"GDP-Fuc:2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und alpha-(1,4)-fucosyltransferase"
"chromosome","NC_000913.3",2129661,2130878,"-",946550,"wcaD","b2056","NP_416560.1",405,"colanic acid polymerase"
"chromosome","NC_000913.3",2130853,2132070,"-",946579,"wcaC","b2057","NP_416561.1",405,"colanic acid biosynthesis galactosyltransferase WcaC"
"chromosome","NC_000913.3",2132067,2132555,"-",946573,"wcaB","b2058","NP_416562.1",162,"colanic acid biosynthesis acetyltransferase WcaB"
"chromosome","NC_000913.3",2132558,2133397,"-",946570,"wcaA","b2059","NP_416563.1",279,"UDP-glucuronate:2-O-Ac-beta-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-beta-D-Glc-PP-Und beta-(1,3)-glucuronosyltransferase"
"chromosome","NC_000913.3",2133490,2135652,"-",946567,"wzc","b2060","NP_416564.4",720,"protein-tyrosine kinase Wzc"
