Accession	Island start	Island end	Length	Method	Gene name	Gene ID	Locus	Gene start	Gene end	Strand	Product	External Annotations
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_000626967.1		T_RS21680	4426182	4426751	1	restriction endonuclease	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_000071290.1		T_RS21685	4426771	4428861	1	"conjugative coupling factor TraD, PFGI-1 class"	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_010989289.1		T_RS21690	4428858	4429616	1	integrating conjugative element membrane protein	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_000252871.1		T_RS21695	4429853	4430107	1	hypothetical protein	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_015899494.1		T_RS21700	4430113	4430346	1	integrating conjugative element protein	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_000949576.1		T_RS21705	4430376	4430738	1	integrating conjugative element membrane protein	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_000848326.1		T_RS21710	4430748	4431122	1	membrane protein	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_000086082.1		T_RS21715	4431119	4431772	1	integrating conjugative element protein	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_001240640.1		T_RS21720	4431772	4432671	1	integrating conjugative element protein	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_001165842.1		T_RS21725	4432661	4434139	1	integrating conjugative element protein	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_000244536.1		T_RS21730	4434126	4434575	1	hypothetical protein	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_001766284.1		T_RS21735	4434575	4434991	1	type VI secretion protein	
NC_004631.1	4419643	4434991	15348	Predicted by at least one method	WP_001785809.1		T_RS21740	4434988	4437411	1	"conjugative transfer ATPase, PFL_4706 family"	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_001785809.1		T_RS21740	4434988	4437411	1	"conjugative transfer ATPase, PFL_4706 family"	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_000054770.1		T_RS21745	4437566	4437952	1	hypothetical protein	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_000821941.1		T_RS21750	4438107	4438499	1	integrating conjugative element protein	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_000838927.1		T_RS21755	4438496	4439464	1	integrating conjugative element protein	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_010989292.1		T_RS21760	4439479	4440909	1	integrating conjugative element protein	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_000175255.1		T_RS21765	4440906	4441238	1	hypothetical protein	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_000213770.1		T_RS21770	4441242	4442747	1	conjugal transfer protein TraG	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_001283066.1		T_RS21775	4442986	4444233	1	phosphoadenosine phosphosulfate reductase	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_000502502.1		T_RS21780	4444218	4444859	1	transcriptional regulator	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_010989295.1		T_RS21785	4445070	4445612	-1	hypothetical protein	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_001763960.1		T_RS25110	4446356	4446550	1	hypothetical protein	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_000907593.1		T_RS21790	4446878	4447798	1	DNA-binding protein	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_001020123.1		T_RS21795	4448522	4448824	1	hypothetical protein	
NC_004631.1	4436694	4449073	12379	Predicted by at least one method	WP_001103837.1		T_RS21800	4448920	4449300	1	hypothetical protein	
NC_004631.1	4444218	4450643	6425	Predicted by at least one method	WP_001283066.1		T_RS21775	4442986	4444233	1	phosphoadenosine phosphosulfate reductase	
NC_004631.1	4444218	4450643	6425	Predicted by at least one method	WP_000502502.1		T_RS21780	4444218	4444859	1	transcriptional regulator	
NC_004631.1	4444218	4450643	6425	Predicted by at least one method	WP_010989295.1		T_RS21785	4445070	4445612	-1	hypothetical protein	
NC_004631.1	4444218	4450643	6425	Predicted by at least one method	WP_001763960.1		T_RS25110	4446356	4446550	1	hypothetical protein	
NC_004631.1	4444218	4450643	6425	Predicted by at least one method	WP_000907593.1		T_RS21790	4446878	4447798	1	DNA-binding protein	
NC_004631.1	4444218	4450643	6425	Predicted by at least one method	WP_001020123.1		T_RS21795	4448522	4448824	1	hypothetical protein	
NC_004631.1	4444218	4450643	6425	Predicted by at least one method	WP_001103837.1		T_RS21800	4448920	4449300	1	hypothetical protein	
NC_004631.1	4444218	4450643	6425	Predicted by at least one method	WP_000018145.1		T_RS21805	4449671	4449880	1	hypothetical protein	
NC_004631.1	4444218	4450643	6425	Predicted by at least one method	WP_000979718.1		T_RS21810	4449898	4450350	1	hypothetical protein	
NC_004631.1	4444218	4450643	6425	Predicted by at least one method	WP_000968700.1		T_RS21815	4450347	4450643	1	hypothetical protein	
NC_004631.1	4449472	4457470	7998	Predicted by at least one method	WP_000018145.1		T_RS21805	4449671	4449880	1	hypothetical protein	
NC_004631.1	4449472	4457470	7998	Predicted by at least one method	WP_000979718.1		T_RS21810	4449898	4450350	1	hypothetical protein	
NC_004631.1	4449472	4457470	7998	Predicted by at least one method	WP_000968700.1		T_RS21815	4450347	4450643	1	hypothetical protein	
NC_004631.1	4449472	4457470	7998	Predicted by at least one method	WP_000115421.1		T_RS21820	4450721	4451179	1	hypothetical protein	
NC_004631.1	4449472	4457470	7998	Predicted by at least one method	WP_001097965.1		T_RS21825	4451268	4453217	1	hypothetical protein	
NC_004631.1	4449472	4457470	7998	Predicted by at least one method	WP_000881183.1		T_RS21830	4453289	4454197	1	hypothetical protein	
NC_004631.1	4449472	4457470	7998	Predicted by at least one method	WP_000022217.1		T_RS21835	4454271	4455170	1	hypothetical protein	
NC_004631.1	4449472	4457470	7998	Predicted by at least one method	WP_000911568.1		T_RS21840	4455245	4455571	1	hypothetical protein	
NC_004631.1	4449472	4457470	7998	Predicted by at least one method	WP_001222413.1		T_RS21845	4455671	4455940	-1	hypothetical protein	
NC_004631.1	4449472	4457470	7998	Predicted by at least one method	WP_000457555.1		T_RS21850	4456072	4457346	-1	DNA polymerase V subunit UmuC	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000127915.1		T_RS22150	4504378	4505424	-1	Vi polysaccharide biosynthesis protein VipB/TviC	"Virulence gene(PATRIC_VF,BLAST)"
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000466893.1		T_RS22155	4505427	4506704	-1	Vi polysaccharide biosynthesis protein VipA/TviB	"Virulence gene(PATRIC_VF,BLAST)"
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_001210944.1		T_RS22160	4506949	4507488	-1	Vi polysaccharide biosynthesis protein TviA	Virulence gene(BLAST)
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_001764200.1		T_RS22165	4508029	4508217	1	hypothetical protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_001120833.1		T_RS22170	4508342	4509853	1	DNA helicase	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000488995.1		T_RS22175	4509837	4511426	1	hypothetical protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000449622.1		T_RS22180	4511590	4512603	1	tyrosine recombinase XerD	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_001143724.1		T_RS22185	4513030	4513323	1	CopG family transcriptional regulator	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000622308.1		T_RS22190	4513320	4513808	1	N-acetyltransferase GCN5	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000434168.1		T_RS22195	4513988	4514440	-1	hypothetical protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_024131240.1		T_RS25125	4514522	4514773	-1	hypothetical protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_010989300.1		T_RS22200	4515077	4517362	-1	hypothetical protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_010989301.1		T_RS22205	4517443	4519116	-1	hypothetical protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000246267.1		T_RS22210	4519663	4520124	1	hypothetical protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000193665.1		T_RS22215	4520121	4520342	1	transcriptional regulator	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000501442.1		T_RS22220	4520376	4520519	-1	hypothetical protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000492269.1		T_RS22225	4520735	4520965	-1	hypothetical protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000511749.1		T_RS22230	4521199	4521981	1	DNA-binding protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_010989303.1		T_RS22235	4522006	4522218	-1	hypothetical protein	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method			T_RS22240	4522608	4522877	-1	integrase	
NC_004631.1	4504378	4524245	19867	Predicted by at least one method	WP_000975154.1		T_RS22245	4522962	4524245	-1	SH3 domain-containing protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000127915.1		T_RS22150	4504378	4505424	-1	Vi polysaccharide biosynthesis protein VipB/TviC	"Virulence gene(PATRIC_VF,BLAST)"
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000466893.1		T_RS22155	4505427	4506704	-1	Vi polysaccharide biosynthesis protein VipA/TviB	"Virulence gene(PATRIC_VF,BLAST)"
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_001210944.1		T_RS22160	4506949	4507488	-1	Vi polysaccharide biosynthesis protein TviA	Virulence gene(BLAST)
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_001764200.1		T_RS22165	4508029	4508217	1	hypothetical protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_001120833.1		T_RS22170	4508342	4509853	1	DNA helicase	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000488995.1		T_RS22175	4509837	4511426	1	hypothetical protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000449622.1		T_RS22180	4511590	4512603	1	tyrosine recombinase XerD	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_001143724.1		T_RS22185	4513030	4513323	1	CopG family transcriptional regulator	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000622308.1		T_RS22190	4513320	4513808	1	N-acetyltransferase GCN5	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000434168.1		T_RS22195	4513988	4514440	-1	hypothetical protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_024131240.1		T_RS25125	4514522	4514773	-1	hypothetical protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_010989300.1		T_RS22200	4515077	4517362	-1	hypothetical protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_010989301.1		T_RS22205	4517443	4519116	-1	hypothetical protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000246267.1		T_RS22210	4519663	4520124	1	hypothetical protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000193665.1		T_RS22215	4520121	4520342	1	transcriptional regulator	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000501442.1		T_RS22220	4520376	4520519	-1	hypothetical protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000492269.1		T_RS22225	4520735	4520965	-1	hypothetical protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_000511749.1		T_RS22230	4521199	4521981	1	DNA-binding protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method	WP_010989303.1		T_RS22235	4522006	4522218	-1	hypothetical protein	
NC_004631.1	4505208	4522834	17626	Predicted by at least one method			T_RS22240	4522608	4522877	-1	integrase	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_001143724.1		T_RS22185	4513030	4513323	1	CopG family transcriptional regulator	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_000622308.1		T_RS22190	4513320	4513808	1	N-acetyltransferase GCN5	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_000434168.1		T_RS22195	4513988	4514440	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_024131240.1		T_RS25125	4514522	4514773	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_010989300.1		T_RS22200	4515077	4517362	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_010989301.1		T_RS22205	4517443	4519116	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_000246267.1		T_RS22210	4519663	4520124	1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_000193665.1		T_RS22215	4520121	4520342	1	transcriptional regulator	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_000501442.1		T_RS22220	4520376	4520519	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_000492269.1		T_RS22225	4520735	4520965	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_000511749.1		T_RS22230	4521199	4521981	1	DNA-binding protein	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_010989303.1		T_RS22235	4522006	4522218	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method			T_RS22240	4522608	4522877	-1	integrase	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_000975154.1		T_RS22245	4522962	4524245	-1	SH3 domain-containing protein	
NC_004631.1	4512792	4525985	13193	Predicted by at least one method	WP_026005983.1		T_RS22250	4524556	4525833	-1	integrase	
NC_004631.1	4513988	4520519	6531	Predicted by at least one method	WP_000434168.1		T_RS22195	4513988	4514440	-1	hypothetical protein	
NC_004631.1	4513988	4520519	6531	Predicted by at least one method	WP_024131240.1		T_RS25125	4514522	4514773	-1	hypothetical protein	
NC_004631.1	4513988	4520519	6531	Predicted by at least one method	WP_010989300.1		T_RS22200	4515077	4517362	-1	hypothetical protein	
NC_004631.1	4513988	4520519	6531	Predicted by at least one method	WP_010989301.1		T_RS22205	4517443	4519116	-1	hypothetical protein	
NC_004631.1	4513988	4520519	6531	Predicted by at least one method	WP_000246267.1		T_RS22210	4519663	4520124	1	hypothetical protein	
NC_004631.1	4513988	4520519	6531	Predicted by at least one method	WP_000193665.1		T_RS22215	4520121	4520342	1	transcriptional regulator	
NC_004631.1	4513988	4520519	6531	Predicted by at least one method	WP_000501442.1		T_RS22220	4520376	4520519	-1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_000772672.1		T_RS22985	4666742	4668007	1	integrase	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_000573583.1		T_RS22990	4668070	4669146	-1	serine/threonine protein kinase	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_000700163.1		T_RS22995	4669143	4670201	-1	serine/threonine protein kinase	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_000493740.1		T_RS23000	4670191	4671354	-1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method			T_RS25170	4671480	4671666	1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_000214423.1		T_RS23005	4671630	4672196	-1	Polarity suppression protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_000468230.1		T_RS23010	4672212	4672451	-1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_001779443.1		T_RS23015	4672455	4673198	-1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method			T_RS25175	4673228	4673416	1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_071525138.1		T_RS25180	4673481	4673666	-1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method			T_RS23020	4673738	4673997	1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_015701354.1		T_RS23710	4673994	4674545	1	Ash-like/host cell division inhibitor Icd-like protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_001216603.1		T_RS23030	4674542	4674769	1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method	WP_000795388.1		T_RS23035	4674766	4675086	1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Predicted by at least one method			T_RS23040	4675101	4677433	1	DNA primase	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000573583.1		T_RS22990	4668070	4669146	-1	serine/threonine protein kinase	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000700163.1		T_RS22995	4669143	4670201	-1	serine/threonine protein kinase	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000493740.1		T_RS23000	4670191	4671354	-1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method			T_RS25170	4671480	4671666	1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000214423.1		T_RS23005	4671630	4672196	-1	Polarity suppression protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000468230.1		T_RS23010	4672212	4672451	-1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_001779443.1		T_RS23015	4672455	4673198	-1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method			T_RS25175	4673228	4673416	1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_071525138.1		T_RS25180	4673481	4673666	-1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method			T_RS23020	4673738	4673997	1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_015701354.1		T_RS23710	4673994	4674545	1	Ash-like/host cell division inhibitor Icd-like protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_001216603.1		T_RS23030	4674542	4674769	1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000795388.1		T_RS23035	4674766	4675086	1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method			T_RS23040	4675101	4677433	1	DNA primase	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_010989314.1		T_RS23045	4677885	4678034	1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method			T_RS23050	4678342	4679196	-1	transposase	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_001697360.1		T_RS25185	4679766	4679891	-1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method			T_RS25190	4679846	4680342	1	fimbrial protein SefA	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_001772663.1		T_RS23065	4680464	4681216	1	fimbrial chaperone protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000753916.1		T_RS23070	4681221	4683773	1	fimbrial usher protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method			T_RS25195	4683770	4684215	1	adhesin	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_001681529.1		T_RS23080	4684249	4684893	-1	fimbrial protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_001764209.1		T_RS25200	4684917	4685063	-1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000504713.1		T_RS23085	4685640	4685849	1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000135400.1		T_RS23090	4685834	4686184	1	helix-turn-helix transcriptional regulator	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000752629.1		T_RS23095	4686547	4687083	1	thiol:disulfide interchange protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000490324.1		T_RS23100	4687270	4688115	1	outer membrane protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000753748.1		T_RS23105	4688378	4688644	1	transposase	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method			T_RS23110	4688697	4689212	1	transposase	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method			T_RS23115	4689323	4695647	-1	DEAD/DEAH box helicase	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000083327.1		T_RS23120	4695660	4698959	-1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	Predicted by at least one method	WP_000422446.1		T_RS23125	4699268	4699462	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000250489.1		T_RS04385	957844	958059	1	DNA-binding protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000837630.1		T_RS04390	958089	958400	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_015606140.1		T_RS04395	958415	958801	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_001291071.1		T_RS04400	958818	959105	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000034418.1		T_RS04405	959191	959484	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_001000809.1		T_RS04410	959597	959992	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000129503.1		T_RS04415	960089	960382	-1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_001042532.1		T_RS04420	961175	961819	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000964110.1		T_RS04425	961895	963406	-1	conjugal transfer protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000444413.1		T_RS04430	965065	965574	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000734387.1		T_RS04435	965621	966136	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_001280266.1		T_RS04440	966220	966543	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_015606141.1		T_RS04445	966843	968279	1	putative PilV-like protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_001019842.1		T_RS04450	968796	969110	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_015606142.1		T_RS04455	969126	970553	1	PilV-like protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000766114.1		T_RS04460	970921	973881	-1	type III restriction endonuclease subunit R	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_001038193.1		T_RS04465	973891	975867	-1	site-specific DNA-methyltransferase	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_001096461.1		T_RS04470	976062	977450	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000059632.1		T_RS04475	977497	978771	-1	integrase	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_001637383.1		T_RS04485	979149	979322	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000598924.1		T_RS04495	979751	980548	-1	protein MtfA	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_071525126.1		T_RS23940	980809	981051	1	hypothetical protein	
NC_004631.1	957844	981190	23346	IslandPath-DIMOB	WP_000500833.1		T_RS04505	981029	981190	1	hypothetical protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_001768843.1		T_RS05125	1092609	1092725	1	hypothetical protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_044790249.1		T_RS05130	1092912	1093241	-1	integrase	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB		recT	T_RS23975	1093219	1093586	-1	recombination and repair protein RecT	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB			T_RS23980	1093581	1093691	1	replication protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB			T_RS05140	1093704	1094099	1	DNA-binding protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_001579494.1		T_RS05145	1094075	1094248	-1	hypothetical protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_000529513.1		T_RS05150	1094385	1095515	-1	diguanylate cyclase	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_001237518.1		T_RS05155	1095911	1097890	1	hydrolase	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_001540220.1		T_RS05160	1097908	1098099	-1	hypothetical protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_000848063.1		T_RS05165	1098299	1098913	-1	disulfide bond formation protein B	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_012664551.1		T_RS05170	1098923	1099075	-1	hypothetical protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_001233444.1		T_RS05175	1099214	1100128	-1	drug/metabolite transporter DMT permease	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_001674911.1		T_RS05180	1100746	1100946	1	hypothetical protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB			T_RS23985	1101427	1101794	-1	integrase	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_000343629.1		T_RS05190	1101918	1102043	1	hypothetical protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB			T_RS05195	1102044	1103188	1	IS256 family transposase	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_031624337.1		T_RS05200	1103164	1103304	-1	hypothetical protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_000251841.1		T_RS05205	1103417	1103563	-1	hypothetical protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_001525024.1		T_RS23990	1103786	1103980	1	hypothetical protein	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_000354403.1		T_RS05210	1104110	1104529	1	N-acetyltransferase	
NC_004631.1	1092609	1105393	12784	IslandPath-DIMOB	WP_000030950.1		T_RS05215	1104917	1105393	-1	hypothetical protein	
NC_004631.1	1189172	1203386	14214	IslandPath-DIMOB	WP_046598485.1		T_RS24005	1189172	1189360	1	hypothetical protein	
NC_004631.1	1189172	1203386	14214	IslandPath-DIMOB	WP_000502119.1		T_RS05650	1189317	1189775	1	IS200/IS605 family transposase	
NC_004631.1	1189172	1203386	14214	IslandPath-DIMOB	WP_000917281.1		T_RS05655	1190280	1191404	1	hypothetical protein	
NC_004631.1	1189172	1203386	14214	IslandPath-DIMOB			T_RS24010	1191558	1191746	1	hypothetical protein	
NC_004631.1	1189172	1203386	14214	IslandPath-DIMOB	WP_000281950.1		T_RS05660	1192445	1192858	1	peptidase	
NC_004631.1	1189172	1203386	14214	IslandPath-DIMOB	WP_001766395.1		T_RS05665	1192875	1193603	1	pertussis toxin subunit ArtA	
NC_004631.1	1189172	1203386	14214	IslandPath-DIMOB	WP_000158843.1		T_RS05670	1193795	1194337	1	peptidoglycan-binding protein	
NC_004631.1	1189172	1203386	14214	IslandPath-DIMOB	WP_001277616.1		T_RS05675	1194485	1194862	-1	phage tail protein	
NC_004631.1	1189172	1203386	14214	IslandPath-DIMOB	WP_001529135.1		T_RS05680	1194935	1195744	-1	cytolethal distending toxin subunit B homolog	
NC_004631.1	1189172	1203386	14214	IslandPath-DIMOB	WP_001036668.1		T_RS05685	1196241	1196405	1	hypothetical protein	
